D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\dil_1.d ,Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt),RI
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_dil_1.d ,1,2.093,2.663,3.363,244815.86,1380773.74,100,100,100,0.213,,0,736.76,,,,,0,745.13,0.86,281472.13,,,  ,116.0727,,,,,,,,,,,
F:\2306\RC\230619\pyr_480_1.d ,1,2.091,2.409,3.156,344433.93,1435257.23,100,100,100,0.22,,752.56,0,,,,,410.44,0,0.49,344075.84,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\ser_0_1.d ,1,2.1,2.399,3.146,250538.37,1476836.57,100,100,100,0.242,,0,0,,,,,148.38,136.94,1.42,371967.34,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_120_1.d ,1,2.099,2.406,3.235,289414.74,1479914.38,100,100,100,0.224,,614.6,1227.1,,,,,219.13,172.5,1.21,379746.03,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_480_2.d ,1,2.092,2.408,2.793,349455.41,1499228.57,100,100,100,0.208,,0,0,,,,,214.56,0,1.06,374152.69,,40.68,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_480_2.d ,1,2.092,2.409,3.495,352987.63,1525451.75,100,100,100,0.214,,501.96,0,,,,,161.56,181.87,0.83,395573.16,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_240_2.d ,1,2.084,2.404,3.143,373775.5,1545697.86,100,100,100,0.207,,0,0,,,,,156.88,140.63,0.96,391762.63,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\mal_480_1.d ,1,2.09,2.409,3.493,368334.03,1552410.39,100,100,100,0.206,,1187.11,0,,,,,422.69,119.88,0.77,367694.25,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_480_1.d ,1,2.088,2.406,3.159,369975.22,1565429.73,100,100,100,0.206,,0,0,,,,,352.69,144.31,0.98,421066.13,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_30_2.d ,1,2.1,2.402,2.798,279314.31,1580190.22,100,100,100,0.232,,0,0,,,,,93.25,9.44,1.39,364261.91,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_480_2.d ,1,2.087,2.404,3.239,369194.48,1585284.53,100,100,100,0.207,,801.76,0,,,,,202.44,140.25,0.98,396846.72,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\empty_480_1.d ,1,2.093,2.408,3.269,361034.89,1606496.23,100,100,100,0.209,,0,0,,,,,256.75,163.13,1.02,375555.13,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_120_2.d ,1,2.084,2.404,3.143,406733.77,1687576.33,100,100,100,0.204,,923.52,0,,,,,208.63,181.13,1,424395.13,,,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_3.d ,1,2.054,2.641,3.688,320383,1700440,100,100,100,1.634,,0,0,0,0,,320383,,,MM,,,,,M,,,,,,,,,,,
F:\2306\RC\230619\ser_0_2.d ,1,2.099,2.397,3.502,282964.01,1704757.6,100,100,100,0.227,,0,0,,,,,199.56,174.94,1.32,429715.91,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_0_1.d ,1,2.099,2.395,3.501,304019.83,1861734.17,100,100,100,0.229,,0,745.93,,,,,171.31,470.3,1.42,440156.25,,,  ,248.9721,,,,,,,,,,,
F:\2306\RC\230619\gly_0_2.d ,1,2.097,2.396,2.788,328892.41,1934817.43,100,100,100,0.227,,0,0,,,,,259.44,138.81,1.45,482721.16,,38.29,  ,248.9721,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_2.d ,1,2.091,2.653,3.494,335109.62,2002858.85,100,100,100,0.218,,0,247.86,,,,,0,317.63,0.9,370345.16,,,  ,116.0727,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_dil_1.d ,1,2.092,2.654,3.494,349818.26,2096598.62,100,100,100,0.224,,0,0,,,,,0,322.36,0.73,391536.47,,,  ,116.0727,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_dil_1.d ,1,2.092,2.653,2.992,301613.09,2239347.18,100,100,99.22,0.256,,0,447.13,,,,,52.5,47.94,0.98,289038.28,,,  ,116.0727,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_3.d ,1,2.087,2.665,3.19,460677.14,2708591.08,100,100,100,0.195,,0,0,,,,,546.06,0,0.96,476385.94,,,  ,116.0727,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\neg_2.d ,1,2.089,2.662,3.2,515973.44,3123966.4,100,100,100,0.196,,1486.3,0,,,,,505.88,0,1.02,526245.25,,,  ,116.0727,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\neg_1.d ,1,2.141,2.659,3.2,587582.2,3604535.89,100,100,100,0.197,,0,0,,,,,0,0,1.06,626182.5,,,  ,116.0727,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_1.d ,1,2.09,2.672,3.192,619300.51,3627686.7,100,100,100,0.195,,0,0,,,,,475.38,0,0.8,668262.75,,,  ,116.0727,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_2.d ,1,2.09,2.67,3.183,636941.02,3646486.49,100,100,100,0.236,,0,0,,,,,0,0,0.96,728230.38,,,  ,116.0727,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\HCT_2.d ,1,2.088,2.666,3.197,641742.09,3792993.26,100,100,100,0.196,,0,0,,,,,1085.56,0,0.78,682273.31,,,  ,116.0727,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_1.d ,1,2.092,2.661,3.499,659327.29,4024492.37,100,100,100,0.239,,3026.16,6220.94,,,,,1486.69,5902.13,0.39,720120,,,  ,116.0727,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_3.d ,1,2.09,2.656,3.215,622055.45,4103901.89,100,100,100,0.204,,0,0,,,,,450.94,0,0.8,664871.38,,,  ,116.0727,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_HCT_3.d ,1,2.093,2.645,3.499,656591.29,4111326.88,100,100,100,0.208,,2741.74,6422.29,,,,,1168.63,4851.33,0.51,646569.94,,,  ,116.0727,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_2.d ,1,2.091,2.656,3.208,629644.87,4179017.66,100,100,100,0.204,,2017.38,0,,,,,951.25,0,0.79,669165.19,,,  ,116.0727,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\neg_3.d ,1,2.102,2.665,3.505,672049.7,4224436.47,100,100,100,0.203,,0,4517.88,,,,,491,4733.7,0.55,714833.69,,,  ,116.0727,,,,,,,,,,,
D:\Projects\Marchand\Data\Carothers\231212_pyc_HANDMIX\pyc_1.d ,1,2.091,2.678,3.208,756175.53,4503333.57,100,100,100,0.196,,0,0,,,,,439.06,0,0.85,858941,,,  ,116.0727,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\00-1.d ,1,2.113,2.65,3.013,3504.9,24640.13,100,100,100,0.117,,0,0,,,,,88.81,149.11,0.68,5231.06,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\T0-2.d ,1,2.083,2.56,3.114,13397,36415,100,100,100,1.031,,245,0,245,0,,13528,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\tp-2.d ,1,2.401,2.739,3,6880,39048,100,100,100,0.599,,0,0,0,0,,6880,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\00-2.d ,1,2.171,2.57,2.991,13460,43743,100,100,100,0.82,,465,0,147,0,,13536,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\T0-1.d ,1,2.063,2.573,3.044,17323,47788,100,100,100,0.981,,0,660,0,95,,17372,,99.72,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\00-3.d ,1,2.122,2.549,3.021,7761.68,54168.03,100,100,100,0.116,,303.13,0,,,,,124.06,126.66,0.78,14563.75,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\tp-1.d ,1,2.294,2.571,3.242,21792,92627,100,100,100,0.948,,0,913,0,238,,21861,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\0P-1.d ,1,2.111,2.547,3.011,11850.27,97921.32,100,100,100,0.138,,0,0,,,,,103.13,182.99,0.76,22025.68,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\T0-3.d ,1,2.041,2.563,3.084,25297,98348,100,100,100,1.042,,746,662,-273,-273,,25024,,101.09,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\0P-2.d ,1,2.233,2.571,3.004,33284,99351,100,100,100,0.771,,0,0,0,0,,33284,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\t0-2.d ,1,2.281,2.752,3.234,19543,112923,100,100,100,0.953,,0,604,0,214,,19649,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\t0-1.d ,1,2.329,2.756,3.1,15478,115536,100,100,100,0.771,,0,0,0,0,,15478,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\zero1.d ,1,2.116,2.707,3.018,8510.62,121079.01,100,100,100,0.237,,0,946.33,,,,,0,252.4,0.86,8582.31,,,  ,237.0875,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\zero3.d ,1,2.124,2.734,3.024,9430.36,126967.77,100,100,100,0.224,,0,1032.39,,,,,0,414.17,0.95,7890.09,,37.93,  ,237.0875,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\zero2.d ,1,2.128,2.709,3.027,5127.05,129298.75,100,100,100,0.42,,0,0,,,,,46.78,186.85,0.86,10263.46,,,  ,237.0875,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\t0-3.d ,1,2.273,2.75,3.271,27163,138516,100,100,100,0.998,,0,0,0,0,,27163,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\0p-1.d ,1,2.19,2.534,3.122,70497,222542,100,100,100,0.931,,953,0,953,0,,71098,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\TP-1.d ,1,2.127,2.551,3.027,48127.9,300263.44,100,100,100,0.104,,0,0,,,,,118.09,272.89,0.96,76472.88,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\0P-3.d ,1,2.127,2.552,3.026,59397.2,385764.75,100,100,100,0.108,,0,0,,,,,170.72,352.91,0.93,82627.77,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\TP-2.d ,1,2.125,2.549,3.025,63762.17,404316.59,100,100,100,0.106,,0,0,,,,,190.31,219.18,0.93,101906.45,,,  ,248.9701,,,,,,,,,,,
F:\2204-2304\RC\221025_malic_enzyme\8hr\TP-3.d ,1,2.124,2.552,3.024,83571.16,559267.48,100,100,100,0.112,,0,1415.4,,,,,253.16,309.68,0.96,120990.33,,,  ,116.069,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\N_N_0_20x.d ,1,2.773,3.105,3.407,137.31,946.2,100,100,100,0.115,,0,0,,,,,0,0,1.14,0,,,  ,156.9865,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\N_N_4_20x.d ,1,2.569,2.73,3.206,648,998,100,100,100,0.638,,0,0,0,0,,648,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\E_N_4_20x.d ,1,2.498,2.731,3.141,1132,4040,100,100,100,0.643,,0,0,0,0,,1132,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\N_N_2_20x.d ,1,2.583,2.755,3.288,2023.73,12364.72,100,100,100,0.186,,0,0,,,,,0,0,0.84,2348.5,,,  ,156.9865,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\N_N_3_20x.d ,1,2.529,2.758,3.511,2034.27,14397.96,100,100,100,0.172,,0,0,,,,,0,39.88,1.02,2150.72,,,  ,156.9865,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\N_N_1_20x.d ,1,2.56,2.755,3.489,2576.09,19016.61,100,100,100,0.199,,0,0,,,,,0,0,0.7,2430.18,,,  ,156.9865,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\E_N_1_20x.d ,1,2.529,2.754,3.287,3171.43,20399.95,100,100,100,0.159,,0,0,,,,,0,0,0.79,2605.07,,,  ,156.9865,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-4.d ,1,2.033,2.672,2.999,2807.33,27686.67,100,100,100,0.183,,0,381.67,,,,,247.63,523.72,2.16,3545.35,,,  ,237.0935,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-3.d ,1,2.27,2.537,2.667,127911.72,481533.11,100,100,92.12,0.058,,0,1002.93,,,,,0,821.5,1.02,126962.27,,,  ,128.0342,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-4.d ,1,2.032,2.534,2.667,134551.32,508112.66,100,100,87.7,0.118,,0,1605.42,,,,,0,701.27,1.21,125506.83,,,  ,128.0342,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-2.d ,1,2.217,2.543,2.773,155925.12,572985.74,100,100,94.24,0.112,,0,3731.69,,,,,0,2695,0.9,170641.22,,,  ,128.0342,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-5.d ,1,2.036,2.542,2.671,182053.59,616372.82,100,100,92.34,0.052,,1045.01,0,,,,,218.63,270.88,1.02,181776.05,,,  ,116.0678,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\es-20x-1.d ,1,2.029,2.539,2.77,180160.21,633056.5,100,100,95.75,0.109,,0,3199.7,,,,,0,3381.47,0.92,188300.36,,58.63,  ,128.0342,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-5.d ,1,2.099,2.548,2.908,306431,675176,100,100,100,0.809,,1898,0,1898,0,,307276,,,MM,,,,,M,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-3.d ,1,2.271,2.542,2.999,198303.66,706090.6,100,100,100,0.12,,0,5708.01,,,,,0,5480.75,0.45,211601.47,,,  ,237.0935,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-1.d ,1,2.27,2.541,2.694,217096.22,762525.25,100,100,95.02,0.119,,0,1269.84,,,,,0,1326.38,1.06,237175.91,,,  ,237.0935,,,,,,,,,,,
F:\2204-2304\RC\220902_Pyc\220905-rerun\ns-20x-2.d ,1,2.293,2.541,2.69,240934.78,912179.65,100,100,94.5,0.121,,0,0,,,,,0,947.38,1.01,259567.95,,,  ,128.0342,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_00.d ,1,2.353,2.741,3.487,304941.01,1741949.2,100,100,100,0.095,,0,1211,,,,,331.81,1296.29,0.76,313490.06,,77.66,  ,116.0685,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_01.d ,1,2.351,2.74,3.485,289541.94,1634065.28,100,100,100,0.093,,501.91,1690.33,,,,,493.94,1280.2,0.76,240459.02,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_02.d ,1,2.355,2.732,3.101,250425.43,1681534.86,100,100,98.47,0.162,,794.02,788.36,,,,,221.5,221.5,0.72,319238.13,,,  ,116.0685,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_03.d ,1,2.353,2.742,3.183,70592.89,354567.29,100,100,100,0.215,,320.12,0,,,,,401.13,271.19,0.83,63760.3,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_04.d ,1,2.352,2.742,3.486,267330.81,1526623.46,100,100,100,0.135,,497.44,1253.68,,,,,236.81,939.12,0.66,230033.48,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_05.d ,1,2.352,2.738,3.487,227010.59,1410033.94,100,100,100,0.149,,0,1550.16,,,,,248.44,870.64,0.72,214814.67,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_06.d ,1,2.353,2.737,3.099,223532.66,1434517.65,100,100,98.57,0.153,,0,0,,,,,197.81,182.44,0.73,207378.56,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\N_07.d ,1,2.352,2.735,3.099,222525.06,1373871.23,100,100,98.37,0.151,,409.6,0,,,,,324.94,242.94,0.74,197954.34,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_00.d ,1,2.355,2.733,3.489,254253.47,1677334.54,100,100,100,0.159,,315,1094.86,,,,,119.75,1298.93,0.7,240278.67,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_01.d ,1,2.355,2.734,3.49,251432.33,1560139.68,100,100,100,0.157,,295.27,0,,,,,182.25,1172.05,0.69,231295.53,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_02.d ,1,2.359,2.733,3.493,220674.68,1531195.65,100,100,100,0.163,,0,1043.21,,,,,150.69,979.41,0.69,245094.23,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_03.d ,1,2.357,2.738,3.492,232713.27,1430605.64,100,100,100,0.102,,558.47,1154.31,,,,,332.56,947.44,0.77,225754.17,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_04.d ,1,2.356,2.741,3.49,254752.4,1473857.34,100,100,100,0.141,,0,1529.96,,,,,267.13,1118.73,0.73,226979.44,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_05.d ,1,2.358,2.737,3.493,222787.51,1338044.04,100,100,100,0.154,,1052.44,1600.48,,,,,396.38,662.63,0.68,219849.47,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_06.d ,1,2.357,2.736,3.491,219703.12,1407827.43,100,100,100,0.155,,0,1446.85,,,,,212.69,843.06,0.69,209654.72,,,  ,248.9707,,,,,,,,,,,
F:\2204-2304\RC\220608_Pyc\R_07.d ,1,2.359,2.738,3.493,205017.56,1323614.47,100,100,100,0.154,,538.34,875.3,,,,,236.13,851.98,0.71,197371.75,,,  ,248.9707,,,,,,,,,,,
